""	"A"	"Coef"	"t"	"p.value"	"p.value.adj"	"F"	"F.p.value"	"ID"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"H1"	"H2"	"H3"	"H4"	"H5"	"H6"	"H7"	"H8"	"H9"	"N"	"log2.avg.H.M"	"log2.sd.H.M"	"log2.N.H.M"	"log2.avg.I"	"log2.H.M.1"	"log2.H.M.2"	"log2.H.M.3"	"log2.H.M.4"	"log2.H.M.5"	"log2.H.M.6"	"log2.H.M.7"	"log2.H.M.8"	"log2.H.M.9"	"nID"
"Interferon regulatory factor 1 [IRF1 ...] [P10914 ...]"	24.01	0.906	3.21	0.00479	0.025319	10.32	0.00479	"Interferon regulatory factor 1 [IRF1 ...] [P10914 ...]"	23.2705500238047	23.4759496392825	23.5176243158628	23.2301555173046	24.1335200029308	23.1342352026474	23.8180011463439	23.4741759803157	23.9729874886282	24.3478771079289	24.7362261477672	24.5447139509682	23.9890300076653	24.4515574248382	23.7695116210284	24.5626259478036	24.562149970594	25.2171485628493	18	0.905959999999999	0.312984731217035	9	25.1296031149212	1.07733	1.26028	1.02709	0.758869999999998	0.31804	0.635270000000002	0.744629999999997	1.08797	1.24416	516
"Protein LBH [LBH ...] [Q53QV2 ...]"	23.85	0.946	3.42	0.00301	0.018782	11.71	0.00301	"Protein LBH [LBH ...] [Q53QV2 ...]"	23.3248392264349	23.2852916710999	23.1472472098837	23.1754377066983	23.0409910575198	23.4999242332564	24.1650138541347	23.8027658572706	22.9367221420446	24.0279447960045	24.1503098826771	23.8727232114599	24.0957059490411	24.3745056290438	24.1259776463804	25.0289927954439	24.8423233192628	24.377106023219	18	0.946373333333334	0.280019226750592	9	24.9741876898095	0.703100000000003	0.865020000000001	0.725470000000001	0.920270000000002	1.33352	0.626059999999999	0.863980000000002	1.03955	1.44039	517
"Regulator of G-protein signaling 1 [RGS1 ...] [Q08116 ...]"	22.23	0.949	1.99	0.06145	0.170157	3.97	0.06145	"Regulator of G-protein signaling 1 [RGS1 ...] [Q08116 ...]"	21.1125131799541	20.9049712116939	21.2865974398043	22.1297593332871	22.3062457096559	21.1554380004791	21.3964388976258	22.9314658418336	22.6104869351274	21.9641199534228	21.7067429284899	22.20650591295	22.5226565284627	23.414907109513	21.9753800547313	23.4080048440545	23.8800877912801	23.2960568097766	18	0.94894888888889	0.444667285969085	9	23.4979619660041	0.851610000000001	0.801770000000001	0.919910000000002	0.392899999999997	1.10866	0.819940000000003	2.01156	0.948619999999998	0.685570000000002	518
"Cleavage stimulation factor subunit 2 tau variant [CSTF2T ...] [Q9H0L4 ...]"	24.24	0.953	3.47	0.00269	0.017353	12.05	0.00269	"Cleavage stimulation factor subunit 2 tau variant [CSTF2T ...] [Q9H0L4 ...]"	23.5495858611043	23.0437286161895	22.9198346571059	24.3550610062007	23.8434492019381	24.013775538068	24.0409489219065	24.0013298348983	24.0956385535655	23.9971291707929	24.0116137512055	24.4614756088966	24.9251387124815	24.6297689836633	25.0154606519364	25.1084553814373	25.010478960073	25.2780742176419	18	0.952693333333334	0.325557671695816	9	25.3816470588595	0.44754	0.967880000000001	1.54165	0.570079999999997	0.78632	1.00168	1.06751	1.00915	1.18243	519
"Lymphoid enhancer-binding factor 1 [LEF1 ...] [Q9UJU2 ...]"	24.03	1.036	1.08	0.29911	0.494742	1.16	0.29911	"Lymphoid enhancer-binding factor 1 [LEF1 ...] [Q9UJU2 ...]"	19.730170165751	NA	NA	24.59223100376	24.4046653461315	24.3036138725452	23.570555773442	23.9089817953312	24.3416183228585	21.4301020948052	NA	NA	25.3694108650218	25.6420498124506	25.2942247074078	24.3471053939527	24.3732744923287	25.0721106899112	14	0.953775714285714	0.406321331865029	7	25.1564265456332	1.69993	NA	NA	0.777179999999998	1.23738	0.99061	0.77655	0.464290000000002	0.73049	520
"pre-mRNA 3 end processing protein WDR33 [WDR33 ...] [Q9C0J8 ...]"	21.76	0.963	0.73	0.47616	0.652359	0.53	0.47616	"pre-mRNA 3 end processing protein WDR33 [WDR33 ...] [Q9C0J8 ...]"	18.4409190782622	22.0338793868505	20.3859563587034	23.4105109222091	22.4451266194724	22.8237986104504	17.4498960615719	22.491933707614	22.0239420976766	20.1236817726093	22.5027590505436	21.9250373406283	23.9297754484634	23.3154256965405	23.3133270540723	18.8978753872711	23.3521978298297	22.8163311471193	18	0.963384444444445	0.474157955936392	9	23.5049750008423	1.68276	0.468879999999999	1.53908	0.519270000000002	0.8703	0.489530000000002	1.44798	0.86027	0.792390000000001	521
"RNA-binding motif, single-stranded-interacting protein 1 [RBMS1 ...] [B4DN88 ...]"	22.4	0.966	1.24	0.22902	0.417392	1.55	0.22902	"RNA-binding motif, single-stranded-interacting protein 1 [RBMS1 ...] [B4DN88 ...]"	21.4549138791519	21.5132980088071	21.8394427626037	23.3682237285636	23.0521821887655	23.4453754784558	22.2272697056235	18.436860411752	21.877942742164	21.6332357718113	22.7656805991686	22.0239420976766	23.8367633344454	23.7460790151201	23.986820305881	23.071774460111	21.9054618298242	22.9431287235501	18	0.966375555555556	1.00638848334169	9	23.7930938953732	0.178329999999999	1.25238	0.1845	0.468540000000001	0.693899999999999	0.541440000000001	0.8445	3.4686	1.06519	522
"Ubiquitin-associated protein 1 [UBAP1 ...] [F5GXE2 ...]"	21.86	0.955	0.84	0.41748	0.604566	0.7	0.41748	"Ubiquitin-associated protein 1 [UBAP1 ...] [F5GXE2 ...]"	23.7536719203106	22.1821233879491	22.6676684751558	18.0707742946412	NA	NA	20.1148812704028	21.5954792676352	21.2237459296657	24.1142845270953	23.4911066979998	24.0210655418771	18.911220439932	NA	NA	21.0720246275066	21.5698663185053	23.2160177470138	14	0.969607142857143	0.669139830795583	7	23.3333574253307	0.360610000000001	1.30899	1.3534	0.840450000000001	NA	NA	0.957139999999999	-0.0256099999999968	1.99227	523
"DNA-directed RNA polymerases I, II, and III subunit RPABC4 [POLR2K ...] [P53803 ...]"	21.26	0.985	1.65	0.11617	0.269294	2.72	0.11617	"DNA-directed RNA polymerases I, II, and III subunit RPABC4 [POLR2K ...] [P53803 ...]"	19.4453259976606	18.911220439932	19.4434651132412	21.0901641563402	21.9319896635076	22.5701589549141	22.1271429715276	21.1043958695409	20.2667732306873	21.1969622744082	21.0851521672799	20.622692774013	22.5365119875389	21.8452481052855	22.7363349504405	22.5868506722753	21.497327129273	21.6514951311049	18	0.985325555555555	0.779199117461498	9	22.6224471344286	1.75163	2.17393	1.17922	1.44635	-0.0867399999999989	0.166169999999997	0.459709999999998	0.392930000000003	1.38473	524
"RNA-binding protein 8A [RBM8A ...] [Q9Y5S9 ...]"	23.88	0.987	3.26	0.0043	0.023911	10.64	0.0043	"RNA-binding protein 8A [RBM8A ...] [Q9Y5S9 ...]"	24.2521078760642	23.6400534302768	23.4192738908819	23.2429180137645	23.1016324368896	22.7218289916292	23.2610120339463	23.0472571253267	23.7531484197522	25.2719155083564	24.7481195001916	24.137254547911	24.2245070236958	23.9366984328241	24.2893837977044	24.1570788041025	24.140022941951	24.4147855104248	18	0.986726666666667	0.267761180112055	9	25.0182914506335	1.01981	1.10807	0.717980000000001	0.981589999999997	0.835069999999998	1.56755	0.896070000000002	1.09276	0.661639999999998	525
"Melanoma-associated antigen D2 [MAGED2 ...] [Q9UNF1 ...]"	23.67	0.991	4.39	0.00034	0.003453	19.31	0.00034	"Melanoma-associated antigen D2 [MAGED2 ...] [Q9UNF1 ...]"	23.338421677321	23.3759149709989	23.0677666842088	23.5330220319581	23.2231734938231	22.9097208657885	23.1626091236903	22.5334622241613	23.3925670876476	24.2033521775024	24.3005886318613	24.0761460608898	24.3193839648664	24.3657861002201	23.7810472413186	24.053250770485	24.0512145816006	24.3085976686461	18	0.991413333333333	0.221624053861489	9	24.7659830357944	0.864930000000001	0.924679999999999	1.00838	0.786359999999998	1.14262	0.87133	0.890639999999998	1.51775	0.916029999999999	526
"UPF0667 protein C1orf55 [C1orf55 ...] [Q6IQ49 ...]"	23.73	0.996	3.01	0.00741	0.03382	9.08	0.00741	"UPF0667 protein C1orf55 [C1orf55 ...] [Q6IQ49 ...]"	23.2804101079267	23.6015523358218	22.9420136014543	23.357664980976	22.2274005484782	23.1653104436295	23.3619969722304	23.6366949602785	23.4815561417284	24.2695313448639	24.2838472829666	24.0872844757138	24.6347154552146	23.5441452669968	23.9698569395002	23.7899145043222	24.7850504225127	24.6521644858629	18	0.995768888888888	0.299100619125255	9	24.8625132007005	0.98912	0.682300000000001	1.14527	1.27706	1.31675	0.804549999999999	0.427910000000001	1.14836	1.1706	527
"Charged multivesicular body protein 4a [CHMP4A ...] [Q14D22 ...]"	24.24	1.013	3.11	0.00601	0.029143	9.66	0.00601	"Charged multivesicular body protein 4a [CHMP4A ...] [Q14D22 ...]"	24.3440588384131	23.904228684874	23.7496255391831	23.1653104436295	23.3037396442097	24.173070692118	23.5234942795183	23.1470439332015	24.3174540176914	24.5443853994301	24.8252942376146	24.8302400253237	24.3786184436708	24.6405040831649	25.1761118164389	24.5340218020149	24.5492755321909	25.2682096658071	18	1.01318222222222	0.34890683519307	9	25.3733507494513	0.200330000000001	0.921060000000001	1.08061	1.21331	1.33676	1.00304	1.01053	1.40224	0.950759999999999	528
"Large proline-rich protein BAG6 [BAG6 ...] [G3V1Z5 ...]"	24.37	1.021	2.83	0.01096	0.047411	8.03	0.01096	"Large proline-rich protein BAG6 [BAG6 ...] [G3V1Z5 ...]"	24.4649104843677	24.2903926594626	23.9782262435717	24.0683852687959	24.0166627567634	23.8517060331427	22.7629452364828	24.0787378416018	23.2223698335822	25.3820911863765	25.2482881770768	25.2071764470008	25.0141686877708	24.8999668959314	24.6068414730036	24.6352955608904	25.2096874736585	23.7160732886232	18	1.02058333333333	0.382138129280501	9	25.5305954554765	0.917180000000002	0.957900000000002	1.22895	0.945779999999999	0.883309999999998	0.755129999999998	1.87235	1.13095	0.493699999999997	529
"FGFR1 oncogene partner 2 [FGFR1OP2 ...] [Q9NVK5 ...]"	23.46	1.026	2.24	0.03805	0.120663	5	0.03805	"FGFR1 oncogene partner 2 [FGFR1OP2 ...] [Q9NVK5 ...]"	22.8515966115336	22.9967576214354	23.2292364473871	22.0958307382062	22.5482497922449	22.6122848838388	23.033149076368	23.1575615295404	24.0428154878445	24.6630376042856	25.2681941989322	24.376192845951	22.3756520559517	22.8302001818755	23.1675341030446	25.095496498748	23.7638002546324	24.261427380398	18	1.02600444444445	0.822856285327382	9	24.7801060973329	1.81144	2.27143	1.14695	0.279820000000001	0.281950000000002	0.555250000000001	2.06235	0.60624	0.218610000000002	530
"Paraspeckle component 1 [PSPC1 ...] [Q8WXF1 ...]"	25.93	1.03	3.93	0.00097	0.007353	15.42	0.00097	"Paraspeckle component 1 [PSPC1 ...] [Q8WXF1 ...]"	25.486221876996	24.8830926628637	24.8193829268999	25.8960786546329	25.0529134671077	25.5233882504782	25.8531597969746	25.5959428929227	25.6467748126766	26.6247974948149	26.0407621789595	25.9354508627862	26.6820863674983	26.3224229335963	26.6511046939173	26.8541405412882	26.4726340524158	26.4419501370466	18	1.02982222222222	0.173719227115034	9	27.0564418595591	1.13858	1.15767	1.11607	0.786009999999997	1.26951	1.12771	1.00098	0.87669	0.795179999999998	531
"EF-hand domain-containing protein D2 [EFHD2 ...] [Q96C19 ...]"	26.53	1.063	1.29	0.21243	0.397577	1.67	0.21243	"EF-hand domain-containing protein D2 [EFHD2 ...] [Q96C19 ...]"	26.2797473895619	25.5025887714878	25.7059150406213	26.5219840942942	26.0074517587113	25.8960786546329	25.5996833193063	26.161038932453	26.276681059129	25.8893545576578	26.7573068805459	28.5805155672628	28.0595791118702	28.283963568046	25.2623410592319	28.9270947598457	25.7020318206446	26.054579938419	18	1.06284333333333	1.54528920688815	9	28.0352717226136	-0.3904	1.25472	2.8746	1.5376	2.27651	-0.633740000000003	3.32741	-0.459009999999999	-0.222099999999998	532
"Transaldolase [TALDO1 ...] [P37837 ...]"	24.78	1.063	2.15	0.04484	0.133206	4.64	0.04484	"Transaldolase [TALDO1 ...] [P37837 ...]"	24.7772747939515	24.4643112719677	24.6745188041818	24.3463513335642	24.4602585381887	24.2772080515933	23.5599250597522	23.5531297507718	24.1274526701393	26.4927291512467	26.0105906445416	26.1919439817949	25.4892335796564	25.3739688895974	25.4169348753877	23.2979810520416	23.8282995497132	25.7101101826354	18	1.06348333333333	0.665819837474824	9	26.0849152142602	1.71546	1.54628	1.51742	1.14288	0.913709999999998	1.13972	-0.261950000000002	0.275169999999999	1.58266	533
"Protein lin-7 homolog C [LIN7C ...] [Q9NUP9 ...]"	24.73	1.076	3.14	0.00567	0.028234	9.83	0.00567	"Protein lin-7 homolog C [LIN7C ...] [Q9NUP9 ...]"	24.1503098826771	23.7615475940033	23.650431790214	24.1811299260876	24.4215408307188	24.9374902487668	24.8128478757898	23.8838021955228	23.931169163803	25.2091580293291	25.3539156647296	25.5779837567525	26.0786165252683	24.9437631551703	24.6942116732683	25.2077205178146	25.536422896866	24.8081897294023	18	1.07552333333333	0.754164026057992	9	25.8894279419249	1.05885	1.59237	1.92755	1.89749	0.522220000000001	-0.243279999999999	0.394869999999997	1.65262	0.877019999999998	534
"Translationally-controlled tumor protein [TPT1 ...] [P13693 ...]"	24.5	1.08	1.54	0.1401	0.301903	2.38	0.1401	"Translationally-controlled tumor protein [TPT1 ...] [P13693 ...]"	26.4263589574241	24.7682772483301	24.9592723322055	22.0767749355194	22.3361318047376	23.6536706526139	24.338907872869	23.1943581100281	23.8618824296411	26.4041014870801	25.9510020896774	26.3008604279218	23.2953787861479	23.4267903992763	24.8629830403394	25.6759333417419	24.5976530849113	24.8183895101685	18	1.07971666666667	0.43529157469448	9	26.0316231145663	-0.0222599999999993	1.18272	1.34159	1.21861	1.09066	1.20931	1.33702	1.40329	0.956510000000002	535
"V-type proton ATPase subunit G 1 [ATP6V1G1 ...] [O75348 ...]"	25.49	1.08	4.86	0.00012	0.001552	23.66	0.00012	"V-type proton ATPase subunit G 1 [ATP6V1G1 ...] [O75348 ...]"	24.3104551323855	24.1777079031702	25.1088847256221	25.0311410494092	25.040549717089	25.2988749645564	25.2823679092343	25.173144337413	25.1651490582137	26.0535578162347	26.0000810991126	26.1431614290038	25.8472521577902	25.7667808774278	25.8162889879308	26.1472278359421	26.2987019815933	26.2385256785116	18	1.08036777777778	0.440538886898132	9	26.616138896974	1.7431	1.82237	1.03428	0.816109999999998	0.726230000000001	0.517419999999998	0.86486	1.12556	1.07338	536
"Signal transducer and activator of transcription 1-alpha/beta [STAT1 ...] [P42224 ...]"	22.52	1.086	0.7	0.4935	0.662323	0.49	0.4935	"Signal transducer and activator of transcription 1-alpha/beta [STAT1 ...] [P42224 ...]"	18.0688642489663	24.1168862908549	24.1256720030975	20.340602394875	20.1272433181331	23.9087117032184	22.0736784414091	22.5189320572804	22.5247637950526	21.7732050610116	23.6870356120615	26.6979472767663	19.2654812380169	22.1787321208337	23.7171469638703	22.6455472861027	23.7751072900288	23.8415544976721	18	1.08627	1.53882709347087	9	24.7419131408516	3.70435	-0.429850000000002	2.57228	-1.07512	2.05149	-0.191559999999999	0.571870000000001	1.25618	1.31679	537
"FYN-binding protein [FYB ...] [B4DLN2 ...]"	25.09	1.099	3.13	0.00574	0.028348	9.79	0.00574	"FYN-binding protein [FYB ...] [B4DLN2 ...]"	24.758017083872	24.0301995690783	25.0510537465758	24.0022315965951	23.9116736529648	23.8202641150134	24.9111850790708	25.1636657167194	25.1970181777376	26.1482471020253	25.524568746775	26.5122911056661	24.862395967068	24.6519445897679	24.9414121963431	25.9004063906806	26.1643655879635	26.0274493643012	18	1.09864222222222	0.285572014331665	9	26.3103573519204	1.39023	1.49437	1.46124	0.86017	0.740269999999999	1.12115	0.98922	1.0007	0.830430000000003	538
"DAZ-associated protein 2 [DAZAP2 ...] [Q15038 ...]"	23.37	1.121	1.86	0.08124	0.212482	3.46	0.08124	"DAZ-associated protein 2 [DAZAP2 ...] [Q15038 ...]"	NA	22.2598169095236	20.9315596503905	23.4280504094321	24.1544718513177	24.2860962791483	22.1397911259378	22.5936178435261	22.7836087300926	NA	23.5696822645872	22.4000091944577	24.7582728824971	25.3610282069502	25.4019660162219	23.346424234807	23.2928645890773	23.2525729289272	16	1.10072375	0.341130596397061	8	24.6705678290987	NA	1.30986	1.46845	1.33022	1.20656	1.11587	1.20663	0.69924	0.468959999999999	539
"Uncharacterized protein C9orf78 [C9orf78 ...] [Q9NZ63 ...]"	25.74	1.111	3.53	0.00238	0.015721	12.44	0.00238	"Uncharacterized protein C9orf78 [C9orf78 ...] [Q9NZ63 ...]"	25.0054675065638	24.4892242958072	24.592705142841	25.7231914785253	25.5071275327002	25.6691642515195	25.4275541018333	25.3007841019414	24.935486555919	27.0146869805484	26.4555277947571	26.1314719139226	26.2730405446851	26.6038122559939	26.5670700757639	26.4380098068681	25.9344535608386	25.2297976448483	18	1.11079666666667	0.61102057244417	9	26.9108055819688	2.00922	1.96631	1.53876	0.549850000000003	1.09668	0.89791	1.01046	0.633669999999999	0.294309999999999	540
"Proteasome maturation protein [POMP ...] [Q9Y244 ...]"	24.69	1.114	3.89	0.00105	0.007827	15.16	0.00105	"Proteasome maturation protein [POMP ...] [Q9Y244 ...]"	23.9006860944203	23.6109093406905	24.0405847646722	24.970474328879	24.7531580868773	24.6016204274094	23.8607267284337	23.3864678493862	24.0530090732611	24.8308209096955	24.91391459484	25.0377258771598	26.0271971799533	25.8740057231574	25.9051184324774	24.9011551599558	24.6804472901235	25.0363280294872	18	1.11434333333333	0.148871451091202	9	25.8836674758294	0.930129999999998	1.303	0.997150000000001	1.05673	1.12085	1.3035	1.04043	1.29398	0.983319999999999	541
"D-dopachrome decarboxylase [DDT ...] [P30046 ...]"	23.47	1.124	3.4	0.00316	0.019153	11.56	0.00316	"D-dopachrome decarboxylase [DDT ...] [P30046 ...]"	23.9629605290409	22.5365119875389	22.6164941283138	22.8237986104504	23.1140983927454	23.0946206274807	22.591354638105	23.1745293610743	22.2194045856804	24.2583307328819	24.3897882215949	24.0307397751273	23.5464322765073	24.1238793852701	24.2487131765568	24.1162835578765	23.9297984161154	23.608190730835	18	1.12426555555556	0.4801811296821	9	24.6171543820869	0.295370000000002	1.85328	1.41425	0.722630000000002	1.00978	1.15409	1.52493	0.755269999999999	1.38879	542
" [ ...] [Q15637-5 ...]"	23.33	1.15	1.67	0.12034	0.273781	2.79	0.12034	" [ ...] [Q15637-5 ...]"	NA	NA	NA	22.4832604763914	23.8551285242881	21.6150492793791	23.3521978298297	22.0361164252877	23.1809059473544	NA	NA	NA	24.261427380398	24.1006616012869	22.9576496761859	24.3055877181062	23.5599250597522	24.2385766763649	12	1.150195	0.536035875431859	6	23.9702150979062	NA	NA	NA	1.77817	0.245530000000002	1.3426	0.953389999999999	1.52381	1.05767	543
"Stathmin [STMN1 ...] [P16949 ...]"	25.45	1.173	4.97	1e-04	0.001343	24.7	1e-04	"Stathmin [STMN1 ...] [P16949 ...]"	24.6464333879525	24.9652533145805	24.8477179981806	24.6518703038818	24.9602167167068	25.0670732477297	24.8806303566062	24.6521644858629	25.0941011860849	26.1235527001326	26.4903836577968	26.3955629233573	25.3132686343168	25.3385952153306	25.2719311837163	26.3504813518509	26.5073053605773	26.5323606226767	18	1.17311	0.592795433159703	9	26.6300739006729	1.47712	1.52513	1.54784	0.6614	0.37838	0.20486	1.46985	1.85515	1.43826	544
"Cyclic AMP-dependent transcription factor ATF-1 [ATF1 ...] [P18846 ...]"	23.99	1.188	2.4	0.02726	0.093709	5.77	0.02726	"Cyclic AMP-dependent transcription factor ATF-1 [ATF1 ...] [P18846 ...]"	22.6367825002186	23.8166886058401	23.8585281225162	23.5818410205147	22.4779796921519	23.5415673276529	23.7751072900288	23.354910852203	23.5594596898576	23.3087445663036	24.6574880340385	24.4979038484862	25.2917918819489	23.3727921239269	25.3480941833256	24.9512877041603	24.9380242820419	24.9270150332717	18	1.18780666666667	0.449623766220158	9	25.238342231174	0.671959999999999	0.840799999999998	0.639370000000003	1.70995	0.89481	1.80652	1.17618	1.58311	1.36756	545
"Ras GTPase-activating protein-binding protein 2 [G3BP2 ...] [Q9UN86 ...]"	22.25	1.224	2.66	0.01718	0.067834	7.05	0.01718	"Ras GTPase-activating protein-binding protein 2 [G3BP2 ...] [Q9UN86 ...]"	NA	21.2639198134713	21.9137351067973	21.7826133155753	20.8625738135307	22.0767749355194	21.2007000723034	21.5226113197829	22.4964620988878	NA	23.0021722548175	22.8699410608693	23.1171012552773	21.5113781987786	23.4253254211952	23.1667207431302	22.7240301477303	23.0229119808814	16	1.215025	0.497389155864328	8	23.2857180448255	NA	1.73825	0.956199999999999	1.33449	0.648809999999997	1.34856	1.96602	1.20142	0.526450000000001	546
"B-cell lymphoma/leukemia 10 [BCL10 ...] [O95999 ...]"	23.1	1.215	2.75	0.013	0.054127	7.58	0.013	"B-cell lymphoma/leukemia 10 [BCL10 ...] [O95999 ...]"	22.0143284426762	21.8026544326648	22.3315013104956	21.3862297859446	22.807552569389	22.999001689459	23.9046413132031	22.1136260691322	23.0525509559533	23.5468779278423	23.5109172279307	23.4569618795969	23.2636745676335	23.9731711160399	23.7465702826066	24.2346205175181	23.4037082153379	24.2147998317396	18	1.21546888888889	0.474816364567515	9	24.3102582586113	1.53255	1.70827	1.12546	1.87744	1.16562	0.74757	0.329979999999999	1.29008	1.16225	547
"SAP domain-containing ribonucleoprotein [SARNP ...] [P82979 ...]"	26.03	1.228	6.25	1e-05	0.00016	39.03	1e-05	"SAP domain-containing ribonucleoprotein [SARNP ...] [P82979 ...]"	25.1521840161253	25.2312860525739	25.1884404130146	25.8436708082451	25.6173616243058	25.4077348603194	25.17776184865	25.6313507181113	25.4872707990343	26.520606119679	26.1566481409998	26.4102819179019	26.5375731795455	26.6852517977276	26.4810856042578	26.7984542305696	27.1752310433152	27.0260891227166	18	1.22824111111111	0.315585806772281	9	27.1839949334189	1.36843	0.925359999999998	1.22184	0.693899999999999	1.06789	1.07336	1.62069	1.54388	1.53882	548
"Nuclear factor erythroid 2-related factor 2 [NFE2L2 ...] [Q16236 ...]"	22.48	1.229	2.04	0.05563	0.159845	4.18	0.05563	"Nuclear factor erythroid 2-related factor 2 [NFE2L2 ...] [Q16236 ...]"	22.8049110920903	23.1307999350725	21.92850187611	20.8243618853651	21.6862824806415	20.6316224904706	20.8095928856621	22.3939122950885	22.5981626178592	24.0509550510341	24.5402899051096	24.1771142602036	21.6884887969455	22.0011412451145	22.4354760660251	21.9674480776683	23.4579894910486	23.5531297507718	18	1.22932333333333	0.556671916033133	9	23.9213831546153	1.24605	1.40949	2.24861	0.864130000000003	0.314859999999999	1.80386	1.15786	1.06408	0.954969999999999	549
"Putative RNA-binding protein 3 [RBM3 ...] [P98179 ...]"	27.42	1.234	5.25	5e-05	0.000782	27.59	5e-05	"Putative RNA-binding protein 3 [RBM3 ...] [P98179 ...]"	26.819147519737	26.4745237313343	26.3760707053171	27.6157636647855	26.960964664171	27.1699784324953	26.7455292161757	26.4818533666842	26.5737585669419	28.2002208765843	27.8941157383645	27.6329342347005	28.6207863729561	28.170685718595	28.1657514070484	27.9665088462004	27.8464655803581	27.8260998947759	18	1.234	0.15163146589676	9	28.5817225438166	1.38107	1.4196	1.25686	1.00503	1.20973	0.99577	1.22098	1.36462	1.25234	550
"Nuclear fragile X mental retardation-interacting protein 2 [NUFIP2 ...] [Q7Z417 ...]"	22.05	0.928	1.47	0.1654	0.332986	2.16	0.1654	"Nuclear fragile X mental retardation-interacting protein 2 [NUFIP2 ...] [Q7Z417 ...]"	21.5583625711636	22.5226565284627	21.8986567007217	NA	NA	NA	20.326854026747	21.1372360744326	21.4779548866485	22.2367240864785	23.8299289045962	22.6617579814959	21.3837663628379	NA	NA	23.4867094227989	22.0337198633799	22.159563930308	13	1.24778	0.965681415809582	6	22.8810898211713	0.678359999999998	1.30727	0.763100000000001	NA	NA	NA	3.15986	0.89648	0.681609999999999	551
"BAG family molecular chaperone regulator 3 [BAG3 ...] [O95817 ...]"	25.28	1.259	5.47	3e-05	0.000554	29.96	3e-05	"BAG family molecular chaperone regulator 3 [BAG3 ...] [O95817 ...]"	24.5753181592296	24.8756684222597	24.0855613396453	24.8486877802651	24.3745056290438	24.6629632119961	24.8954702578574	24.7624162253434	24.7890490326976	25.9286721002729	25.6095876708714	25.2915963988192	26.1260452257869	25.6173616243058	25.962234557683	26.208843336048	26.1522819082285	26.305225569777	18	1.25913333333333	0.216753634456265	9	26.4447407036138	1.35335	0.733920000000001	1.20604	1.27736	1.24285	1.29927	1.31337	1.38986	1.51618	552
"Protein C10 [C12orf57 ...] [Q99622 ...]"	25.04	1.261	5.92	1e-05	0.000254	35.03	1e-05	"Protein C10 [C12orf57 ...] [Q99622 ...]"	23.8821624879441	24.3605480236346	24.3478771079289	25.1397140804857	24.6999864852483	24.5203270347041	24.2324553764169	24.3085976686461	24.1575851452113	25.4404931542118	25.6463090173917	25.4257783183915	26.054579938419	26.056631042668	25.6297013208326	25.5446580238167	25.5140382499583	25.6857187648932	18	1.26096	0.209629201210137	9	26.194627212373	1.55833	1.28576	1.0779	0.914870000000001	1.35664	1.10937	1.3122	1.20544	1.52813	553
"Splicing factor, proline- and glutamine-rich [SFPQ ...] [P23246 ...]"	28.6	1.28	6.02	1e-05	0.000214	36.2	1e-05	"Splicing factor, proline- and glutamine-rich [SFPQ ...] [P23246 ...]"	27.3734504945532	27.5547159054724	27.6012556238681	28.3107398720084	28.3427914662604	28.2581114710481	27.9977854581938	28.1306090709063	28.0706275725643	28.6288330664498	29.1831495698283	29.1869752836929	29.734662395661	29.5010318786293	29.6026067988424	29.2474036612976	29.107155324192	28.96897750304	18	1.28007777777778	0.248454010924446	9	29.7732234480819	1.25538	1.62843	1.58572	1.42392	1.15824	1.3445	1.24961	0.97655	0.898349999999997	554
"Serglycin [SRGN ...] [P10124 ...]"	22.62	1.293	4.81	0.00014	0.001692	23.09	0.00014	"Serglycin [SRGN ...] [P10124 ...]"	22.5167830081851	21.8231921754692	22.2699840306354	21.9735124847443	22.0506646819699	21.9056962731473	21.545317031001	21.3050510991764	22.3802157725377	23.6732643946605	23.3005553886593	23.7042603866791	23.2266586383172	23.1273546870465	22.9209533703325	22.9797397032377	22.929027012036	23.544885246928	18	1.29292111111111	0.207403307739079	9	23.7957544622525	1.15648	1.47737	1.43428	1.25315	1.07669	1.01525	1.43442	1.62398	1.16467	555
"Uncharacterized protein C14orf43 [C14orf43 ...] [Q6PJG2 ...]"	23.98	1.305	4.4	0.00034	0.003453	19.36	0.00034	"Uncharacterized protein C14orf43 [C14orf43 ...] [Q6PJG2 ...]"	22.922061258559	23.6504154598154	23.6838085282323	23.7136631099794	23.2921502105472	23.0350464989196	23.3937754964041	22.9431287235501	23.3024547947651	23.9146157903382	24.9327544350806	24.8085906414203	25.0719786745143	24.6873603670887	24.3595399133119	25.0395982643474	24.338907872869	24.5296045164351	18	1.30516	0.184537371011945	9	25.160850067601	0.992560000000001	1.28233	1.12478	1.35832	1.39521	1.32449	1.64582	1.39578	1.22715	556
