Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides b1t1	Peptides b1t2	Peptides b1t3	Peptides b2t1	Peptides b2t2	Peptides b2t3	Peptides b3t1	Peptides b3t2	Peptides b3t3	Razor + unique peptides b1t1	Razor + unique peptides b1t2	Razor + unique peptides b1t3	Razor + unique peptides b2t1	Razor + unique peptides b2t2	Razor + unique peptides b2t3	Razor + unique peptides b3t1	Razor + unique peptides b3t2	Razor + unique peptides b3t3	Unique peptides b1t1	Unique peptides b1t2	Unique peptides b1t3	Unique peptides b2t1	Unique peptides b2t2	Unique peptides b2t3	Unique peptides b3t1	Unique peptides b3t2	Unique peptides b3t3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Slice average	Slice 1	Experiment b1t1	Experiment b1t2	Experiment b1t3	Experiment b2t1	Experiment b2t2	Experiment b2t3	Experiment b3t1	Experiment b3t2	Experiment b3t3	PEP	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L b1t1	Ratio H/L normalized b1t1	Ratio H/L variability [%] b1t1	Ratio H/L count b1t1	Ratio H/L b1t2	Ratio H/L normalized b1t2	Ratio H/L variability [%] b1t2	Ratio H/L count b1t2	Ratio H/L b1t3	Ratio H/L normalized b1t3	Ratio H/L variability [%] b1t3	Ratio H/L count b1t3	Ratio H/L b2t1	Ratio H/L normalized b2t1	Ratio H/L variability [%] b2t1	Ratio H/L count b2t1	Ratio H/L b2t2	Ratio H/L normalized b2t2	Ratio H/L variability [%] b2t2	Ratio H/L count b2t2	Ratio H/L b2t3	Ratio H/L normalized b2t3	Ratio H/L variability [%] b2t3	Ratio H/L count b2t3	Ratio H/L b3t1	Ratio H/L normalized b3t1	Ratio H/L variability [%] b3t1	Ratio H/L count b3t1	Ratio H/L b3t2	Ratio H/L normalized b3t2	Ratio H/L variability [%] b3t2	Ratio H/L count b3t2	Ratio H/L b3t3	Ratio H/L normalized b3t3	Ratio H/L variability [%] b3t3	Ratio H/L count b3t3	Sequence coverage b1t1 [%]	Sequence coverage b1t2 [%]	Sequence coverage b1t3 [%]	Sequence coverage b2t1 [%]	Sequence coverage b2t2 [%]	Sequence coverage b2t3 [%]	Sequence coverage b3t1 [%]	Sequence coverage b3t2 [%]	Sequence coverage b3t3 [%]	Intensity	Intensity L	Intensity H	Intensity b1t1	Intensity L b1t1	Intensity H b1t1	Intensity b1t2	Intensity L b1t2	Intensity H b1t2	Intensity b1t3	Intensity L b1t3	Intensity H b1t3	Intensity b2t1	Intensity L b2t1	Intensity H b2t1	Intensity b2t2	Intensity L b2t2	Intensity H b2t2	Intensity b2t3	Intensity L b2t3	Intensity H b2t3	Intensity b3t1	Intensity L b3t1	Intensity H b3t1	Intensity b3t2	Intensity L b3t2	Intensity H b3t2	Intensity b3t3	Intensity L b3t3	Intensity H b3t3	Only identified by site	Reverse	Contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P14866;A6NIT8	P14866;A6NIT8	1;1	1;1	1;1	Heterogeneous nuclear ribonucleoprotein L	HNRNPL	>sp|P14866|HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=1 SV=2;>tr|A6NIT8|A6NIT8_HUMAN Heterogeneous nuclear ribonucleoprotein L OS=Homo sapiens GN=HNRNPL PE=2 SV=1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1.7	1.7	1.7	64.132	589	589;456	1	9	1	1	1	1	1	1	1	1	1	7.072E-32	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				10	1203	True	1226	5509;5510;5511;5512;5513;5514;5515;5516;5517	5729;5730;5731;5732;5733;5734;5735;5736;5737	5730		
B9A026;A6NL45;F8WBV6;B8ZZY7;C9JQZ0;P84101;B5MCG1;B9A031;F8WBN3	B9A026;A6NL45;F8WBV6;B8ZZY7;C9JQZ0;P84101;B5MCG1;B9A031;F8WBN3	2;2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2;2	2;2;2;2;2;2;2;2;2	Small EDRK-rich factor 2	SERF2	>tr|B9A026|B9A026_HUMAN Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=4 SV=1;>tr|A6NL45|A6NL45_HUMAN Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=4 SV=2;>tr|F8WBV6|F8WBV6_HUMAN Small EDRK-rich factor 2 OS=Homo sapiens GN=SERF2 PE=4 SV=1;>tr|	9	2	2	2	2	2	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	1	2	2	1	2	2	1	2	1	1	6.5	6.5	6.5	18.315	170	170;133;108;83;71;59;45;42;40	1	20	3	2	1	4	3	1	2	3	1	2.4444E-07	1.458	0.98135	30.127	20	1.4451	0.87939	58.956	3	NaN	NaN	NaN	2	NaN	NaN	NaN	1	1.506	0.9606	25.671	4	1.4682	0.96261	30.718	3	NaN	NaN	NaN	1	NaN	NaN	NaN	2	1.4488	1.2843	34.565	3	NaN	NaN	NaN	1	6.5	6.5	5.9	6.5	6.5	6.5	6.5	6.5	5.9	372460000	145220000	227240000	56480000	22419000	34061000	44562000	17868000	26694000	12222000	4643100	7579100	65912000	23732000	42181000	73363000	28908000	44455000	46979000	17423000	29555000	16849000	6932400	9916300	47086000	18968000	28119000	9006500	4329500	4677000				11	1784;1814	True;True	1837;1867	8036;8037;8038;8039;8040;8041;8042;8146;8147;8148;8149;8150;8151;8152;8153;8154;8155;8156;8157;8158	8335;8336;8337;8454;8455;8456;8457;8458;8459;8460;8461;8462;8463;8464	8336;8455		
P22307;C9JC79;A6NM69;B4DHP6;P22307-2;E1B6W5	P22307;C9JC79;A6NM69;B4DHP6;P22307-2;E1B6W5	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Non-specific lipid-transfer protein	SCP2	>sp|P22307|NLTP_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=1 SV=2;>tr|C9JC79|C9JC79_HUMAN Non-specific lipid-transfer protein OS=Homo sapiens GN=SCP2 PE=4 SV=2;>tr|A6NM69|A6NM69_HUMAN Non-specific lipid-transfer protein OS=Homo sa	6	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	2.4	2.4	2.4	58.993	547	547;523;503;466;143;140	1	7	1	1	1			1	1	1	1	5.7521E-08	1.3129	0.93711	10.749	7	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	2.4	2.4	2.4	0	0	2.4	2.4	2.4	2.4	64559000	25641000	38918000	8162100	3278500	4883600	7282300	3096900	4185400	8506600	3163600	5343000	0	0	0	0	0	0	14357000	5935100	8421900	9186200	3535500	5650700	9332600	3896600	5436000	7732300	2734700	4997600				12	1383	True	1409	6280;6281;6282;6283;6284;6285;6286	6508;6509;6510;6511;6512;6513;6514;6515	6514		
Q5T5H1;C9JUF4;A6NMQ3;O43768-4;O43768-3;E9PB69;O43768-7;H3BMD8;D6RE62;O43768;O43768-2;O43768-5;O43768-6;P56211;P56211-2;H3BTD3;H3BQ52	Q5T5H1;C9JUF4;A6NMQ3;O43768-4;O43768-3;E9PB69;O43768-7;H3BMD8;D6RE62;O43768;O43768-2;O43768-5;O43768-6;P56211;P56211-2;H3BTD3;H3BQ52	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	Alpha-endosulfine;cAMP-regulated phosphoprotein 19	ENSA;ARPP19	>tr|Q5T5H1|Q5T5H1_HUMAN Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=2 SV=1;>tr|C9JUF4|C9JUF4_HUMAN Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=4 SV=1;>tr|A6NMQ3|A6NMQ3_HUMAN Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=4 SV=2;>sp|O43768-4|ENSA_HUMAN Isof	17	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5.9	5.9	5.9	20.994	187	187;144;140;140;137;133;133;131;121;121;117;117;113;112;96;72;71	1	2	1								1	0.00011424	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	5.9	0	0	0	0	0	0	0	5.9	25227000	9608100	15619000	13568000	5087700	8479900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11659000	4520400	7138900				13	2469	True	2535	11150;11151	11590;11591	11591		
P08133;A6NN80;E9PGK1;B7Z582;E5RK69;E7EMC6	P08133;A6NN80;E9PGK1;B7Z582;E5RK69;E7EMC6	1;1;1;1;1;1	1;1;1;1;1;1	1;1;1;1;1;1	Annexin A6;Annexin	ANXA6	>sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens GN=ANXA6 PE=1 SV=3;>tr|A6NN80|A6NN80_HUMAN Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=3;>tr|E9PGK1|E9PGK1_HUMAN Annexin OS=Homo sapiens GN=ANXA6 PE=3 SV=1;>tr|B7Z582|B7Z582_HUMAN Annexin OS=Homo sapiens GN=AN	6	1	1	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1.5	1.5	1.5	75.872	673	673;667;641;547;460;330	1	3			2					1		0.0025021	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	1.5	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				14	163	True	169	704;705;706	735;736;737	737		
Q12888-2;F8VY86;Q12888;A6NNK5	Q12888-2;F8VY86;Q12888;A6NNK5	1;1;1;1	1;1;1;1	1;1;1;1	Tumor suppressor p53-binding protein 1	TP53BP1	>sp|Q12888-2|TP53B_HUMAN Isoform 2 of Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1;>tr|F8VY86|F8VY86_HUMAN Tumor suppressor p53-binding protein 1 OS=Homo sapiens GN=TP53BP1 PE=4 SV=1;>sp|Q12888|TP53B_HUMAN Tumor suppressor p53-binding 	4	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.4	0.4	0.4	214.11	1977	1977;1975;1972;1927	1	1	1									0.005417	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0.4	0	0	0	0	0	0	0	0	74744000	28613000	46131000	74744000	28613000	46131000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				15	1026	True	1047	4713	4859	4859		
Q15257;A6PVN5;Q15257-2;Q15257-3;Q15257-4;Q68CR8;B7ZBQ0	Q15257;A6PVN5;Q15257-2;Q15257-3;Q15257-4;Q68CR8;B7ZBQ0	1;1;1;1;1;1;1	1;1;1;1;1;1;1	1;1;1;1;1;1;1	Serine/threonine-protein phosphatase 2A activator	PPP2R4;DKFZp781M17165	>sp|Q15257|PTPA_HUMAN Serine/threonine-protein phosphatase 2A activator OS=Homo sapiens GN=PPP2R4 PE=1 SV=3;>tr|A6PVN5|A6PVN5_HUMAN Protein phosphatase 2A activator, regulatory subunit 4 OS=Homo sapiens GN=PPP2R4 PE=4 SV=1;>sp|Q15257-2|PTPA_HUMAN Isoform 1	7	1	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	3.6	3.6	3.6	40.667	358	358;329;323;294;281;104;61	1	3				1	1	1				0.0052633	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	3.6	3.6	3.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				16	646	True	661	3092;3093;3094	3228;3229;3230	3229		
P25705;A8K092	P25705;A8K092	2;2	2;2	2;2	ATP synthase subunit alpha, mitochondrial;ATP synthase subunit alpha	ATP5A1	>sp|P25705|ATPA_HUMAN ATP synthase subunit alpha, mitochondrial OS=Homo sapiens GN=ATP5A1 PE=1 SV=1;>tr|A8K092|A8K092_HUMAN ATP synthase subunit alpha OS=Homo sapiens GN=ATP5A1 PE=2 SV=1	2	2	2	2	1	0	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	1	0	1	1	2	1	1	1	1	5.6	5.6	5.6	59.75	553	553;503	1	10	1		1	2	2	1	1	1	1	5.0785E-58	1.212	0.72869	16.548	7	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	1	2.9	0	2.7	2.7	5.6	2.9	2.9	2.9	2.9	48803000	21612000	27190000	0	0	0	0	0	0	0	0	0	15979000	7435900	8543400	8130500	4012700	4117800	7147500	2931500	4216000	5205600	2348700	2856900	5224000	2503600	2720300	7115700	2380000	4735700				17	1028;2085	True;True	1049;2140	4718;4719;4720;4721;9355;9356;9357;9358;9359;9360	4864;4865;4866;4867;9744;9745;9746;9747;9748;9749	4864;9745		
Q8WWM7-3;Q8WWM7;Q63ZY4;Q8WWM7-2;A8K1R6;Q8WWM7-4;Q8WWM7-5;Q8WWM7-6;H3BUF6;H3BSK9;C9JXV8;Q8WWM7-7	Q8WWM7-3;Q8WWM7;Q63ZY4;Q8WWM7-2;A8K1R6;Q8WWM7-4;Q8WWM7-5;Q8WWM7-6;H3BUF6	6;6;6;6;6;6;6;6;5;2;1;1	6;6;6;6;6;6;6;6;5;2;1;1	6;6;6;6;6;6;6;6;5;2;1;1	Ataxin-2-like protein	ATXN2L	>sp|Q8WWM7-3|ATX2L_HUMAN Isoform 3 of Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L;>sp|Q8WWM7|ATX2L_HUMAN Ataxin-2-like protein OS=Homo sapiens GN=ATXN2L PE=1 SV=2;>tr|Q63ZY4|Q63ZY4_HUMAN ATXN2L protein OS=Homo sapiens GN=ATXN2L PE=2 SV=1;>sp|Q8WWM7-2|A	12	6	6	6	2	2	3	4	2	4	3	3	2	2	2	3	4	2	4	3	3	2	2	2	3	4	2	4	3	3	2	6.7	6.7	6.7	115.58	1097	1097;1075;1062;1062;1044;1044;1044;968;1068;336;400;399	1	25	2	2	3	4	2	4	3	3	2	2.5989E-27	3.2596	1.9882	62.402	21	NaN	NaN	NaN	1	NaN	NaN	NaN	2	2.3227	1.4381	28.991	3	3.7289	2.168	35.827	4	NaN	NaN	NaN	2	4.2638	2.3902	50.039	4	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	1	3.6	2.9	4.5	4.4	2.9	5	4.5	4.3	3.6	400640000	125440000	275200000	21167000	3667600	17499000	34891000	7700500	27191000	43824000	11780000	32045000	62468000	16505000	45963000	77583000	45644000	31939000	49880000	8312500	41568000	46185000	16874000	29311000	38394000	9796200	28598000	26248000	5164500	21084000				18	526;673;1385;2120;2135;2496	True;True;True;True;True;True	539;688;1411;2176;2192;2562	2520;2521;2522;2523;2524;3190;6292;6293;6294;6295;6296;6297;9558;9633;9634;9635;9636;9637;9638;9639;9640;9641;11253;11254;11255	2648;2649;2650;2651;2652;3322;6518;6519;6520;6521;6522;6523;9962;10044;10045;10046;10047;10048;10049;10050;10051;10052;10053;10054;10055;11684;11685	2650;3322;6523;9962;10047;11684		
H0Y3M2;E1P660;O43670;O43670-2;A8MTG3;O43670-3	H0Y3M2;E1P660;O43670;O43670-2;A8MTG3;O43670-3	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	Zinc finger protein 207	ZNF207	>tr|H0Y3M2|H0Y3M2_HUMAN Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=4 SV=1;>tr|E1P660|E1P660_HUMAN Uncharacterized protein OS=Homo sapiens GN=ZNF207 PE=4 SV=1;>sp|O43670|ZN207_HUMAN Zinc finger protein 207 OS=Homo sapiens GN=ZNF207 PE=1 SV=1;>sp|O	6	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2.8	2.8	2.8	52.841	496	496;494;478;463;447;395	1	24	1	2	3	2	2	4	3	2	5	8.7759E-17	1.2014	0.74967	27.043	20	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	2	NaN	NaN	NaN	2	1.1336	0.69128	34.432	3	NaN	NaN	NaN	2	NaN	NaN	NaN	2	1.4738	1.0163	33.36	4	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	2.8	534490000	246980000	287510000	18641000	9111900	9529400	48591000	21686000	26905000	43939000	20447000	23491000	41357000	19636000	21721000	77492000	35308000	42184000	83329000	38886000	44443000	73432000	35744000	37687000	67621000	30532000	37089000	80083000	35628000	44455000				19	1273;1274	True;True	1297;1298	5787;5788;5789;5790;5791;5792;5793;5794;5795;5796;5797;5798;5799;5800;5801;5802;5803;5804;5805;5806;5807;5808;5809;5810	6030;6031;6032;6033;6034;6035;6036;6037;6038;6039;6040;6041;6042;6043;6044;6045;6046;6047;6048;6049;6050;6051;6052;6053;6054	6040;6050		
P30626;A8MTH6;B4DHQ6;C9J0K6	P30626;A8MTH6;B4DHQ6;C9J0K6	1;1;1;1	1;1;1;1	1;1;1;1	Sorcin	SRI	>sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1;>tr|A8MTH6|A8MTH6_HUMAN Sorcin OS=Homo sapiens GN=SRI PE=4 SV=2;>tr|B4DHQ6|B4DHQ6_HUMAN Sorcin OS=Homo sapiens GN=SRI PE=2 SV=1;>tr|C9J0K6|C9J0K6_HUMAN Sorcin OS=Homo sapiens GN=SRI PE=4 SV=1	4	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	11.1	11.1	11.1	21.676	198	198;183;158;155	1	3								1	2	3.0649E-19	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	0	0	0	0	11.1	11.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				20	470	True	483	2263;2264;2265	2396;2397;2398	2396		
A8MUH2;P18859	A8MUH2;P18859	1;1	1;1	1;1	ATP synthase-coupling factor 6, mitochondrial	ATP5J	>tr|A8MUH2|A8MUH2_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens GN=ATP5J PE=3 SV=1;>sp|P18859|ATP5J_HUMAN ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens GN=ATP5J PE=1 SV=1	2	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	16	16	16	13.954	119	119;108	1	2				1	1					3.9997E-08	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	16	16	0	0	0	0	2498100	0	2498100	0	0	0	0	0	0	0	0	0	0	0	0	2498100	0	2498100	0	0	0	0	0	0	0	0	0	0	0	0				21	1761	True	1814	7951;7952	8254;8255	8254		
Q9Y6K9-2;Q9Y6K9;C9J1R1;E7EU78;A8MV29;F8W9A9;Q9Y6K9-3;C9JN51;C9JH59;C9J2V2;C9JZ85	Q9Y6K9-2;Q9Y6K9;C9J1R1;E7EU78;A8MV29;F8W9A9;Q9Y6K9-3;C9JN51;C9JH59;C9J2V2;C9JZ85	2;2;2;2;2;2;2;1;1;1;1	2;2;2;2;2;2;2;1;1;1;1	2;2;2;2;2;2;2;1;1;1;1	NF-kappa-B essential modulator	IKBKG	>sp|Q9Y6K9-2|NEMO_HUMAN Isoform 2 of NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG;>sp|Q9Y6K9|NEMO_HUMAN NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG PE=1 SV=2;>tr|C9J1R1|C9J1R1_HUMAN NF-kappa-B essential modulator OS=Homo sapiens GN=I	11	2	2	2	2	1	2	1	2	0	1	0	2	2	1	2	1	2	0	1	0	2	2	1	2	1	2	0	1	0	2	5.7	5.7	5.7	55.786	487	487;419;418;412;411;368;320;251;206;195;190	1	13	2	2	2	1	2		1		3	0	1.1535	0.73186	17.721	10	NaN	NaN	NaN	1	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	2	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	2	5.7	2.5	5.7	2.5	5.7	0	2.5	0	5.7	83675000	36697000	46978000	7521600	3777300	3744300	7475200	3454400	4020900	17103000	7923100	9179800	8875300	3140500	5734800	18507000	7627000	10880000	0	0	0	9886500	4528300	5358200	0	0	0	14307000	6246500	8060100				22	254;551	True;True	261;564	1171;1172;1173;1174;1175;2626;2627;2628;2629;2630;2631;2632;2633	1237;1238;1239;1240;1241;1242;1243;2758;2759;2760;2761;2762;2763;2764;2765;2766;2767;2768	1243;2758		
P07195;A8MW50;C9J7H8;F5H793	P07195;A8MW50;C9J7H8;F5H793	1;1;1;1	1;1;1;1	1;1;1;1	L-lactate dehydrogenase B chain;L-lactate dehydrogenase	LDHB	>sp|P07195|LDHB_HUMAN L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2;>tr|A8MW50|A8MW50_HUMAN L-lactate dehydrogenase (Fragment) OS=Homo sapiens GN=LDHB PE=3 SV=1;>tr|C9J7H8|C9J7H8_HUMAN L-lactate dehydrogenase B chain (Fragment) OS=Homo 	4	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4.8	4.8	4.8	36.638	334	334;232;137;102	1	1				1						0.0043082	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	4.8	0	0	0	0	0	4460900	1898900	2562000	0	0	0	0	0	0	0	0	0	4460900	1898900	2562000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				23	1268	True	1292	5765	6002	6002		
A8MWD9;P62308;F5H013;Q49AN9;C9JVQ0;F5H5R7	A8MWD9;P62308;F5H013;Q49AN9;C9JVQ0;F5H5R7	2;2;2;2;1;1	2;2;2;2;1;1	2;2;2;2;1;1	Small nuclear ribonucleoprotein G-like protein;Small nuclear ribonucleoprotein G	SNRPG	>sp|A8MWD9|RUXGL_HUMAN Small nuclear ribonucleoprotein G-like protein OS=Homo sapiens PE=3 SV=2;>sp|P62308|RUXG_HUMAN Small nuclear ribonucleoprotein G OS=Homo sapiens GN=SNRPG PE=1 SV=1;>tr|F5H013|F5H013_HUMAN Small nuclear ribonucleoprotein G OS=Homo sap	6	2	2	2	1	1	1	2	1	0	1	0	0	1	1	1	2	1	0	1	0	0	1	1	1	2	1	0	1	0	0	26.3	26.3	26.3	8.544	76	76;76;68;64;96;74	1	7	1	1	1	2	1		1			1.0861E-35	2.9382	1.7454	8.7001	4	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	2	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	1	NaN	NaN	NaN	0	NaN	NaN	NaN	0	17.1	17.1	17.1	26.3	17.1	0	17.1	0	0	89905000	23857000	66047000	0	0	0	0	0	0	0	0	0	63041000	15780000	47261000	20576000	6150800	14425000	0	0	0	6287600	1926400	4361200	0	0	0	0	0	0				24	831;931	True;True	847;951	3828;3829;3830;3831;3832;3833;4241	3980;3981;3982;3983;3984;4378	3980;4378		
P09211;A8MX94	P09211;A8MX94	1;1	1;1	1;1	Glutathione S-transferase P	GSTP1	>sp|P09211|GSTP1_HUMAN Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2;>tr|A8MX94|A8MX94_HUMAN Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=3 SV=1	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	7.6	7.6	7.6	23.356	210	210;174	1	1					1					1.1139E-29	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	NaN	NaN	NaN	0	0	0	0	0	7.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				25	672	True	687	3189	3321	3321		
